n,size,misses
797,389287,566044
798,176491,567375
799,391150,568973
800,392219,570308
801,177822,571644
802,394089,573248
803,395162,574588
804,179158,575929
805,397039,577539
806,398116,578884
807,180499,580230
808,400000,581846
809,401081,583196
810,181845,584547
811,402972,586169
812,404057,587524
813,183196,588880
814,405955,590508
815,407044,591868
816,184552,593229
817,408949,594863
818,410042,596228
819,185913,597594
820,411954,599234
821,413051,600604
822,187279,601975
823,414970,603621
824,416071,604996
825,188650,606372
826,417997,608024
827,419102,609404
828,190026,610785
829,421035,612443
830,422144,613828
831,191407,615214
832,424084,616878
833,425197,618268
834,192793,619659
835,427144,621329
836,428261,622724
837,194184,624120
838,430215,625796
839,431336,627196
840,195580,628597
841,433297,630279
842,434422,631684
843,196981,633090
844,436390,634778
845,437519,636188
846,198387,637599
847,439494,639293
848,440627,640708
849,199798,642124
850,442609,643824
851,443746,645244
852,201214,646665
853,445735,648371
854,446876,649796
855,202635,651222
856,448872,652934
857,450017,654364
858,204061,655795
859,452020,657513
860,453169,658948
861,205492,660384
862,455179,662108
863,456332,663548
864,206928,664989
865,458349,666719
866,459506,668164
867,208369,669610
868,461530,671346
869,462691,672796
870,209815,674247
871,464722,675989
872,465887,677444
873,211266,678900
874,467925,680648
875,469094,682108
876,212722,683569
877,471139,685323
878,472312,686788
879,214183,688254
880,474364,690014
881,475541,691484
882,215649,692955
883,477600,694721
884,478781,696196
885,217120,697672
886,480847,699444
887,482032,700924
888,218596,702405
889,484105,704183
890,485294,705668
891,220077,707154
892,487374,708938
893,488567,710428
894,221563,711919
895,490654,713709
896,491851,715204
897,223054,716700
898,493945,718496
899,495146,719996
900,224550,721497
901,497247,723299
902,498452,724804
903,226051,726310
904,500560,728118
905,501769,729628
906,227557,731139
907,503884,732953
908,505097,734468
909,229068,735984
910,507219,737804
911,508436,739324
912,230584,740845
913,510565,742671
914,511786,744196
915,232105,745722
916,513922,747554
917,515147,749084
918,233631,750615
919,517290,752453
920,518519,753988
921,235162,755524
922,520669,757368
923,521902,758908
924,236698,760449
925,524059,762299
926,525296,763844
927,238239,765390
928,527460,767246
929,528701,768796
930,239785,770347
931,530872,772209
932,532117,773764
933,241336,775320
934,534295,777188
935,535544,778748
936,242892,780309
937,537729,782183
938,538982,783748
939,244453,785314
940,541174,787194
941,542431,788764
942,246019,790335
943,544630,792221
944,545891,793796
945,247590,795372
946,548097,797264
947,549362,798844
948,249166,800425
949,551575,802323
950,552844,803908
951,250747,805494
952,555064,807398
953,556337,808988
954,252333,810579
955,558564,812489
956,559841,814084
957,253924,815680
958,562075,817596
959,563356,819196
960,255520,820797
961,565597,822719
962,566882,824324
963,257121,825930
964,569130,827858
965,570419,829468
966,258727,831079
967,572674,833013
968,573967,834628
969,260338,836244
970,576229,838184
971,577526,839804
972,261954,841425
973,579795,843371
974,581096,844996
975,263575,846622
976,583372,848574
977,584677,850204
978,265201,851835
979,586960,853793
980,588269,855428
981,266832,857064
982,590559,859028
983,591872,860668
984,268468,862309
985,594169,864279
986,595486,865924
987,270109,867570
988,597790,869546
989,599111,871196
990,271755,872847
991,601422,874829
992,602747,876484
993,273406,878140
994,605065,880128
995,606394,881788
996,275062,883449
997,608719,885443
998,610052,887108
999,276723,888774
1000,612384,890774
1001,613721,892444
1002,278389,894115
1003,616060,896121
1004,617401,897796
1005,280060,899472
1006,619747,901484
1007,621092,903164
1008,281736,904845
1009,623445,906863
1010,624794,908548
1011,283417,910234
1012,627154,912258
1013,628507,913948
1014,285103,915639
1015,630874,917669
1016,632231,919364
1017,286794,921060
1018,634605,923096
1019,635966,924796
1020,288490,926497
1021,638347,928539
